law_nm,article_number,hang_number,article_title,structural_index,entity_type,concept,subject,action,object,legal_force,full_text,cross_law_refs,intra_law_refs,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
금융실명법,제5조의2,2,행정처분,"[None, None, 5, 2]",ACTOR,금융회사등에 대한 행정처분,금융위원회,업무 정지 명령 또는 행정제재처분 요구,금융회사등,PERMISSIVE,제5조의2(행정처분) ② 금융위원회는 금융회사등이 다음 각 호의 어느 하나에 해당하는 경우에는 6개월 이내의 범위에서 그 업무의 전부 또는 일부의 정지를 명하거나 해당 금융회사등의 영업에 관한 행정제재처분의 권한을 가진 관계 행정기관의 장에게 그 조치를 요구할 수 있다. 1. 제1항제1호 및 제2호에 따른 명령을 이행하지 아니한 경우 2. 제1항제3호에 따른 기관경고를 3회 이상 받은 경우 3. 그 밖에 이 법 또는 이 법에 따른 명령이나 지시를 위반하여 건전한 금융거래의 질서 또는 거래자의 이익을 크게 해칠 우려가 있는 경우,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,0
금융실명법,제5조의2,3,행정처분,"[None, None, 5, 3]",ACTOR,금융회사 임직원에 대한 행정처분 요구,금융위원회,조치를 요구할 수 있음,금융회사등의 장,PERMISSIVE,제5조의2(행정처분) ③ 금융위원회는 금융회사등의 임원 또는 직원이 이 법 또는 이 법에 따른 명령이나 지시를 위반한 사실을 발견하였을 때에는 다음 각 호의 구분에 따른 조치를 하여 줄 것을 해당 금융회사등의 장에게 요구할 수 있다. 1. 임원: 다음 각 목의 어느 하나에 해당하는 조치 가. 해임 나. 6개월 이내의 직무정지 다. 문책경고 라. 주의적 경고 마. 주의 2. 직원: 다음 각 목의 어느 하나에 해당하는 조치 가. 면직 나. 6개월 이내의 정직 다. 감봉 라. 견책 마. 주의,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
금융실명법,제5조의2,4,행정처분,"[None, None, 5, 4]",ACTOR,행정기관의 요구 이행 의무,관계 행정기관의 장,요구에 따름,요구,MANDATORY,제5조의2(행정처분) ④ 제1항 또는 제2항에 따른 요구를 받은 관계 행정기관의 장은 정당한 사유가 없으면 그 요구에 따라야 한다. [본조신설 2014. 5. 28.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,제6조,1,벌칙,"[None, None, 6, 1]",PENALTY,위반 행위에 대한 벌칙,위반자,처한다,징역 또는 벌금,MANDATORY,"제6조(벌칙) ① 제3조제3항 또는 제4항, 제4조제1항 또는 제3항부터 제5항까지의 규정을 위반한 자는 5년 이하의 징역 또는 5천만원 이하의 벌금에 처한다. <개정 2014. 5. 28.>",,제3조제3항; 제4조제1항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,제6조,2,벌칙,"[None, None, 6, 2]",PENALTY,징역형과 벌금형의 병과,,병과할 수 있다,징역형과 벌금형,PERMISSIVE,제6조(벌칙) ② 제1항의 징역형과 벌금형은 병과(倂科)할 수 있다. [전문개정 2011. 7. 14.] [2025. 4. 1. 법률 제20894호에 의하여 2022. 2. 24. 헌법재판소에서 위헌 결정된 이 조 제1항을 개정함.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
금융실명법,제7조,1,과태료,"[None, None, 7, 1]",PENALTY,과태료 부과,금융회사등의 임원 또는 직원,부과한다,과태료,MANDATORY,제7조(과태료) ① 제3조ㆍ제4조의2제1항 및 제5항(제4조의2제1항을 적용하는 경우로 한정한다)ㆍ제4조의3을 위반한 금융회사등의 임원 또는 직원에게는 3천만원 이하의 과태료를 부과한다. <개정 2014. 5. 28.>,,제3조; 제4조의2제1항; 제4조의2제1항; 제4조의3,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
금융실명법,제7조,2,과태료,"[None, None, 7, 2]",ACTOR,과태료 부과 및 징수,금융위원회,부과ㆍ징수,과태료,MANDATORY,제7조(과태료) ② 제1항에 따른 과태료는 대통령령으로 정하는 바에 따라 금융위원회가 부과ㆍ징수한다. [전문개정 2011. 7. 14.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
금융실명법,제8조,,양벌규정,"[None, None, 8, None]",PENALTY,양벌규정,법인 또는 개인,벌금 또는 과태료 부과,벌금 또는 과태료,MANDATORY,"제8조(양벌규정) 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제6조 또는 제7조의 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금 또는 과태료를 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다. [전문개정 2011. 7. 14.]",,제8조; 제6조; 제7조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,1
금융실명법,제9조,1,다른 법률과의 관계,"[None, None, 9, 1]",REGULATION,타 법률과의 관계,,따름,이 법,MANDATORY,제9조(다른 법률과의 관계) ① 이 법과 다른 법률이 서로 일치하지 아니하는 경우에는 이 법에 따른다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,제9조,2,다른 법률과의 관계,"[None, None, 9, 2]",REGULATION,타 법률과의 관계 및 우선 적용,우선 적용 법률,우선하여 적용함,이 법,MANDATORY,제9조(다른 법률과의 관계) ② 금융실명거래및비밀보장에관한긴급재정경제명령 시행 당시 같은 긴급재정경제명령보다 우선하여 적용하였던 법률은 제1항에도 불구하고 이 법에 우선하여 적용한다. [전문개정 2011. 7. 14.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
금융실명법,제10조,,권한의 위탁,"[None, None, 10, None]",ACTOR,권한의 위탁,금융위원회,위탁할 수 있다,권한의 일부,PERMISSIVE,제10조(권한의 위탁) 금융위원회는 이 법에 따른 권한의 일부를 대통령령으로 정하는 바에 따라 금융감독원장에게 위탁할 수 있다. [본조신설 2021. 1. 26.],,제10조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,3
대부업법,제1조,,목적,"[None, None, 1, None]",CONCEPT,법의 목적,,도모하고 이바지함,대부업의 건전한 발전 및 금융이용자 보호,DEFINITIONAL,"제1조(목적) 이 법은 대부업ㆍ대부중개업의 등록 및 감독에 필요한 사항을 정하고 대부업자와 여신금융기관의 불법적 채권추심행위 및 이자율 등을 규제함으로써 대부업의 건전한 발전을 도모하는 한편, 금융이용자를 보호하고 국민의 경제생활 안정에 이바지함을 목적으로 한다. [전문개정 2009. 1. 21.]",,제1조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,2
대부업법,제2조,,정의,"[None, None, 2, None]",DEFINITION,대부업 등의 정의,,,,DEFINITIONAL,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2015. 7. 24., 2025. 1. 21.> 1. “대부업”이란 이익을 얻을 목적으로 계속적이거나 반복적으로 금전을 대부(어음할인ㆍ양도담보, 그 밖에 이와 비슷한 방법을 통한 금전의 교부를 포함한다. 이하 “대부”라 한다)하는 것을 업(業)으로 하거나, 이익을 얻을 목적으로 계속적이거나 반복적으로 다음 각 목의 어느 하나에 해당하는 자로부터 대부계약에 따른 채권을 양도받아 이를 추심(이하 “대부채권매입추심”이라 한다)하는 것을 업으로 하는 것을 말한다. 다만, 대부의 성격 등을 고려하여 대통령령으로 정하는 경우는 제외한다. 가. 제3조에 따라 대부업의 등록을 한 자(이하 “대부업자”라 한다) 나. 여신금융기관 2. “대부중개업”이란 이익을 얻을 목적으로 계속적이거나 반복적으로 금전의 대부를 실질적으로 알선하거나 중개하는 것을 업으로 하는 것을 말한다. 3. “대부중개업자”란 제3조에 따라 대부중개업의 등록을 한 자를 말한다. 4. “여신금융기관”이란 대통령령으로 정하는 법령에 따라 인가 또는 허가 등을 받아 대부업을 하는 금융기관을 말한다. 5. “대주주”란 다음 각 목의 어느 하나에 해당하는 주주를 말한다. 가. 최대주주: 대부업자 또는 대부중개업자(이하 “대부업자등”이라 한다)의 의결권 있는 발행주식 총수 또는 출자지분을 기준으로 본인 및 그와 대통령령으로 정하는 특수한 관계에 있는 자(이하 “특수관계인”이라 한다)가 누구의 명의로 하든지 자기의 계산으로 소유하는 주식 또는 출자지분을 합하여 그 수가 가장 많은 경우의 그 본인 나. 주요주주: 다음의 어느 하나에 해당하는 자 1) 누구의 명의로 하든지 자기의 계산으로 대부업자등의 의결권 있는 발행주식 총수 또는 출자지분의 100분의 10 이상의 주식 또는 출자지분을 소유하는 자 2) 임원의 임면 등의 방법으로 대부업자등의 주요 경영사항에 대하여 사실상의 영향력을 행사하는 주주 또는 출자자로서 대통령령으로 정하는 자 6. “자기자본”이란 납입자본금ㆍ자본잉여금 및 이익잉여금 등의 합계액으로서 대통령령으로 정하는 금액을 말한다. 7. “불법사금융업자”란 제3조에 따른 대부업의 등록 또는 제3조의2에 따른 등록갱신을 하지 아니하고 사실상 대부업을 영위하는 자를 말한다. 8. “불법사금융중개업자”란 제3조에 따른 대부중개업의 등록 또는 제3조의2에 따른 등록갱신을 하지 아니하고 사실상 대부중개업을 영위하는 자를 말한다. [전문개정 2009. 1. 21.]",,제2조; 제3조; 제3조; 제3조; 제3조의2; 제3조; 제3조의2,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
대부업법,제3조,1,등록 등,"[None, None, 3, 1]",PROCEDURE,대부업등의 등록,대부업 또는 대부중개업을 하려는 자,등록하여야 한다,시ㆍ도지사,MANDATORY,"제3조(등록 등) ① 대부업 또는 대부중개업(이하 “대부업등”이라 한다)을 하려는 자(여신금융기관은 제외한다)는 영업소별로 해당 영업소를 관할하는 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사 또는 특별자치도지사(이하 “시ㆍ도지사”라 한다)에게 등록하여야 한다. 다만, 여신금융기관과 위탁계약 등을 맺고 대부중개업을 하는 자(그 대부중개업을 하는 자가 법인인 경우 그 법인과 직접 위탁계약 등을 맺고 대부를 받으려는 자를 모집하는 개인을 포함하며, 이하 “대출모집인”이라 한다)는 해당 위탁계약 범위에서는 그러하지 아니하다. <개정 2012. 12. 11.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
대부업법,제3조,2,등록 등,"[None, None, 3, 2]",PROCEDURE,대부업등의 등록 의무,대부업등을 하려는 자,등록하여야 한다,금융위원회,MANDATORY,"제3조(등록 등) ② 제1항에도 불구하고 대부업등을 하려는 자(여신금융기관은 제외한다)로서 다음 각 호의 어느 하나에 해당하는 자는 금융위원회에 등록하여야 한다. 다만, 대출모집인은 해당 위탁계약 범위에서는 그러하지 아니하다.<신설 2015. 7. 24., 2020. 12. 29., 2025. 1. 21.> 1. 둘 이상의 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 “시ㆍ도”라 한다)에서 영업소를 설치하려는 자 2. 대부채권매입추심을 업으로 하려는 자 3. 「독점규제 및 공정거래에 관한 법률」 제31조에 따라 지정된 상호출자제한기업집단에 속하는 자 4. 최대주주가 여신금융기관인 자 5. 법인으로서 자산규모 100억원을 초과하는 범위에서 대통령령으로 정하는 기준에 해당하는 자 6. 전자적 장치ㆍ시스템 등을 통한 대통령령으로 정하는 방식(이하 “대부중개시스템”이라 한다)을 활용하여 대부중개업을 하려는 자 7. 그 밖에 제1호부터 제5호까지의 규정에 준하는 등 대통령령으로 정하는 자",「독점규제 및 공정거래에 관한 법률」 제31조,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
대부업법,제3조,3,등록 등,"[None, None, 3, 3]",PROCEDURE,대부업 등록 신청 절차,등록을 하려는 자,제출하여야 한다,신청서 및 서류,MANDATORY,"제3조(등록 등) ③ 제1항 또는 제2항에 따른 등록을 하려는 자는 다음 각 호의 사항을 적은 신청서와 대통령령으로 정하는 서류를 첨부하여 시ㆍ도지사 또는 금융위원회(이하 “시ㆍ도지사등”이라 한다)에 제출하여야 한다.<개정 2010. 1. 25., 2011. 4. 12., 2012. 12. 11., 2015. 7. 24.> 1. 명칭 또는 성명과 주소 2. 등록신청인이 법인인 경우에는 주주 또는 출자자(대통령령으로 정하는 기준 이하의 주식 또는 출자지분을 소유하는 자는 제외한다)의 명칭 또는 성명, 주소와 그 지분율 및 임원의 성명과 주소 3. 등록신청인이 영업소의 업무를 총괄하는 사용인(이하 “업무총괄 사용인”이라 한다)을 두는 경우에는 업무총괄 사용인의 성명과 주소 4. 영업소의 명칭 및 소재지 4의2. 삭제<2015. 7. 24.> 5. 경영하려는 대부업등의 구체적 내용 및 방법 6. 제9조제2항 또는 제3항에 따른 표시 또는 광고에 사용되는 전화번호(홈페이지가 있으면 그 주소를 포함한다) 7. 자기자본(법인이 아닌 경우에는 순자산액) 8. 제11조의4제2항에 따른 보증금, 보험 또는 공제",,제9조제2항; 제11조의4제2항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
대부업법,제3조,4,등록 등,"[None, None, 3, 4]",PROCEDURE,대부업 등록증 교부 절차,시ㆍ도지사등,등록증 교부,등록증,MANDATORY,"제3조(등록 등) ④ 제3항에 따라 등록신청을 받은 시ㆍ도지사등은 신청인이 제3조의5의 요건을 갖춘 경우에는 다음 각 호의 사항을 확인한 후 등록부에 제3항 각 호에 규정된 사항과 등록일자ㆍ등록번호를 적고 지체 없이 신청인에게 등록증을 교부하여야 한다.<개정 2012. 12. 11., 2015. 7. 24.> 1. 신청서에 적힌 사항이 사실과 부합하는지 여부. 이 경우 신청서에 적힌 사항이 사실과 다르면 30일 이내의 기한을 정하여 등록증 교부 전에 신청인에게 신청서의 수정ㆍ보완을 요청할 수 있으며, 그 수정ㆍ보완 기간은 처리기간에 산입하지 아니한다. 2. 사용하려는 상호가 해당 시ㆍ도 또는 금융위원회에 이미 등록된 상호인지 여부. 이 경우 이미 등록된 상호이면 다른 상호를 사용할 것을 요청할 수 있다. 3. 삭제<2015. 7. 24.> 4. 삭제<2015. 7. 24.>",,제3조의5,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
